identificadorEmpenho,numeroEmpenho,anoEmpenho,processoEmpenho,numeroDocumento,codigoOrgao,codigoUnidade,dataEmissao,dataVencimento,dataPagamento,cpfCnpjCredor,razaoSocialCredor,valorDocumento,valorCancelado,valorPago,tipoDocumento,tipoPagamento,processoPagamento,nrNLP,anoNLP,codigoEmpresa,modifiedMode,usuarioOperacao
2429793,18879,2021,6074202000060223,300064724,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,193.46,0.0,193.46,FATURA,BAIXA TENSÃO,6074202100023052,95663,2021,01,5,
2429793,18879,2021,6074202000060223,295309055,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,24/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,391.79,0.0,391.79,FATURA,BAIXA TENSÃO,6074202100028771,98559,2021,01,5,
2429793,18879,2021,6074202000060223,302478777,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,294.38,0.0,294.38,FATURA,BAIXA TENSÃO,6074202100023052,95774,2021,01,5,
2429793,18879,2021,6074202000060223,302469373,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,118.42,0.0,118.42,FATURA,BAIXA TENSÃO,6074202100023052,95778,2021,01,5,
2429793,18879,2021,6074202000060223,296868888,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,24/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,231.78,0.0,231.78,FATURA,BAIXA TENSÃO,6074202100028771,98564,2021,01,5,
2429793,18879,2021,6074202000060223,298463928,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,66.44,0.0,66.44,FATURA,BAIXA TENSÃO,6074202100023052,95806,2021,01,5,
2429793,18879,2021,6074202000060223,298463928,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,66.44,0.0,66.44,FATURA,BAIXA TENSÃO,6074202100023052,95806,2021,01,5,
2429793,18879,2021,6074202000060223,298463928,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,66.44,0.0,66.44,FATURA,BAIXA TENSÃO,6074202100023052,95806,2021,01,5,
2429793,18879,2021,6074202000060223,297668266,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,30/04/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,237.29,0.0,237.29,FATURA,BAIXA TENSÃO,6074202100021688,81357,2021,01,5,
2429793,18879,2021,6074202000060223,298518951,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,130.69,0.0,130.69,FATURA,BAIXA TENSÃO,6074202100023052,95679,2021,01,5,
2429793,18879,2021,6074202000060223,294889229,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,24/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,300.83,0.0,300.83,FATURA,BAIXA TENSÃO,6074202100028771,98538,2021,01,5,
2429793,18879,2021,6074202000060223,299654667,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,24/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,170.53,0.0,170.53,FATURA,BAIXA TENSÃO,6074202100028771,98577,2021,01,5,
2429793,18879,2021,6074202000060223,294910655,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,24/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,205.27,0.0,205.27,FATURA,BAIXA TENSÃO,6074202100028771,98521,2021,01,5,
2429793,18879,2021,6074202000060223,298851438,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,282.55,0.0,282.55,FATURA,BAIXA TENSÃO,6074202100023052,95812,2021,01,5,
2429793,18879,2021,6074202000060223,296868888,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,24/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,231.78,0.0,231.78,FATURA,BAIXA TENSÃO,6074202100028771,98564,2021,01,5,
2429793,18879,2021,6074202000060223,300054555,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,219.08,0.0,219.08,FATURA,BAIXA TENSÃO,6074202100023052,95741,2021,01,5,
2429793,18879,2021,6074202000060223,299251251,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,225.58,0.0,225.58,FATURA,BAIXA TENSÃO,6074202100023052,95751,2021,01,5,
2429793,18879,2021,6074202000060223,296082715,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,24/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,456.96,0.0,456.96,FATURA,BAIXA TENSÃO,6074202100028771,98506,2021,01,5,
2429793,18879,2021,6074202000060223,298463551,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,175.03,0.0,175.03,FATURA,BAIXA TENSÃO,6074202100023052,95715,2021,01,5,
2429793,18879,2021,6074202000060223,298851438,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,282.55,0.0,282.55,FATURA,BAIXA TENSÃO,6074202100023052,95812,2021,01,5,
2429793,18879,2021,6074202000060223,302478777,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,294.38,0.0,294.38,FATURA,BAIXA TENSÃO,6074202100023052,95774,2021,01,5,
2429793,18879,2021,6074202000060223,302469373,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,118.42,0.0,118.42,FATURA,BAIXA TENSÃO,6074202100023052,95778,2021,01,5,
2429793,18879,2021,6074202000060223,294889229,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,24/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,300.83,0.0,300.83,FATURA,BAIXA TENSÃO,6074202100028771,98538,2021,01,5,
2429793,18879,2021,6074202000060223,295307904,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,24/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,226.26,0.0,226.26,FATURA,BAIXA TENSÃO,6074202100028771,98530,2021,01,5,
2429793,18879,2021,6074202000060223,298525473,34,10,06/04/2021 18:04:44,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,222.44,0.0,222.44,FATURA,BAIXA TENSÃO,6074202100023052,95746,2021,01,5,
2429793,18879,2021,6074202000060223,308571261,34,10,06/05/2021 18:08:55,24/05/2021 00:00:00,01/07/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,203.73,0.0,203.73,FATURA,MÉDIA TENSÃO CONTA,6074202100036642,130976,2021,01,5,
2429793,18879,2021,6074202000060223,305328780,34,10,06/05/2021 18:08:55,24/05/2021 00:00:00,15/07/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,212.76,0.0,212.76,FATURA,BAIXA TENSÃO,6074202100039358,140166,2021,01,5,
2429793,18879,2021,6074202000060223,304121555,34,10,06/05/2021 18:08:55,24/05/2021 00:00:00,15/07/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,237.01,0.0,237.01,FATURA,BAIXA TENSÃO,6074202100039447,140226,2021,01,5,
2429793,18879,2021,6074202000060223,310622609,34,10,06/05/2021 18:08:55,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,120.54,0.0,120.54,FATURA,BAIXA TENSÃO,6074202100029891,110192,2021,01,5,
2429793,18879,2021,6074202000060223,304960303,34,10,06/05/2021 18:08:55,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,239.79,0.0,239.79,FATURA,BAIXA TENSÃO,6074202100029891,110333,2021,01,5,
2429793,18879,2021,6074202000060223,309361301,34,10,06/05/2021 18:08:55,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,178.91,0.0,178.91,FATURA,BAIXA TENSÃO,6074202100029891,110365,2021,01,5,
2429793,18879,2021,6074202000060223,309765247,34,10,06/05/2021 18:08:55,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,198.88,0.0,198.88,FATURA,BAIXA TENSÃO,6074202100029891,110321,2021,01,5,
2429793,18879,2021,6074202000060223,304941941,34,10,06/05/2021 18:08:55,24/05/2021 00:00:00,12/07/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,166.98,0.0,166.98,FATURA,BAIXA TENSÃO,6074202100037363,137824,2021,01,5,
2429793,18879,2021,6074202000060223,302919114,34,10,06/05/2021 18:08:55,24/05/2021 00:00:00,16/07/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,316.06,0.0,316.06,FATURA,BAIXA TENSÃO,6074202100038912,140903,2021,01,5,
2429793,18879,2021,6074202000060223,294516975 ,34,10,13/05/2021 08:56:32,23/03/2021 00:00:00,18/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,113.97,0.0,113.97,FATURA,BAIXA TENSÃO,6074202100023230,95095,2021,01,5,
2429793,18879,2021,6074202000060223,306501742,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,65.06,0.0,65.06,FATURA,BAIXA TENSÃO,6074202100029891,110276,2021,01,5,
2429793,18879,2021,6074202000060223,306552344,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,145.49,0.0,145.49,FATURA,BAIXA TENSÃO,6074202100029891,109871,2021,01,5,
2429793,18879,2021,6074202000060223,310603593,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,203.05,0.0,203.05,FATURA,BAIXA TENSÃO,6074202100029891,110188,2021,01,5,
2429793,18879,2021,6074202000060223,303329468,34,10,06/05/2021 18:08:55,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,254.56,0.0,254.56,FATURA,BAIXA TENSÃO,6074202100029891,110308,2021,01,5,
2429793,18879,2021,6074202000060223,306501742,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,65.06,0.0,65.06,FATURA,BAIXA TENSÃO,6074202100029891,110276,2021,01,5,
2429793,18879,2021,6074202000060223,305328780,34,10,06/05/2021 18:08:55,24/05/2021 00:00:00,15/07/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,212.76,0.0,212.76,FATURA,BAIXA TENSÃO,6074202100039358,140166,2021,01,5,
2429793,18879,2021,6074202000060223,310192142,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,189.17,0.0,189.17,FATURA,BAIXA TENSÃO,6074202100029891,110212,2021,01,5,
2429793,18879,2021,6074202000060223,306532704,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,213.44,0.0,213.44,FATURA,BAIXA TENSÃO,6074202100029891,109880,2021,01,5,
2429793,18879,2021,6074202000060223,310192442,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,30/11/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,468.41,0.0,468.41,FATURA,BAIXA TENSÃO,6074202100079147,253012,2021,01,5,
2429793,18879,2021,6074202000060223,305721014,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,182.24,0.0,182.24,FATURA,BAIXA TENSÃO,6074202100029891,110283,2021,01,5,
2429793,18879,2021,6074202000060223,309845577,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,199.58,0.0,199.58,FATURA,BAIXA TENSÃO,6074202100029891,109986,2021,01,5,
2429793,18879,2021,6074202000060223,308557615,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,22/07/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,66.64,0.0,66.64,FATURA,BAIXA TENSÃO,6074202100039684,144048,2021,01,5,
2429793,18879,2021,6074202000060223,306133518,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,269.6,0.0,269.6,FATURA,BAIXA TENSÃO,6074202100029891,109910,2021,01,5,
2429793,18879,2021,6074202000060223,307775891,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,219.0,0.0,219.0,FATURA,BAIXA TENSÃO,6074202100029891,110172,2021,01,5,
2429793,18879,2021,6074202000060223,308149713,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,149.65,0.0,149.65,FATURA,BAIXA TENSÃO,6074202100029891,109864,2021,01,5,
2429793,18879,2021,6074202000060223,306933444,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,230.79,0.0,230.79,FATURA,BAIXA TENSÃO,6074202100029891,110280,2021,01,5,
2429793,18879,2021,6074202000060223,308557975,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,191.94,0.0,191.94,FATURA,BAIXA TENSÃO,6074202100029891,109899,2021,01,5,
2429793,18879,2021,6074202000060223,305721014,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,182.24,0.0,182.24,FATURA,BAIXA TENSÃO,6074202100029891,110283,2021,01,5,
2429793,18879,2021,6074202000060223,306552344,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,145.49,0.0,145.49,FATURA,BAIXA TENSÃO,6074202100029891,109871,2021,01,5,
2429793,18879,2021,6074202000060223,310603593,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,203.05,0.0,203.05,FATURA,BAIXA TENSÃO,6074202100029891,110188,2021,01,5,
2429793,18879,2021,6074202000060223,306933444,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,230.79,0.0,230.79,FATURA,BAIXA TENSÃO,6074202100029891,110280,2021,01,5,
2429793,18879,2021,6074202000060223,308557975,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,191.94,0.0,191.94,FATURA,BAIXA TENSÃO,6074202100029891,109899,2021,01,5,
2429793,18879,2021,6074202000060223,308152825,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,201.78,0.0,201.78,FATURA,BAIXA TENSÃO,6074202100029891,110149,2021,01,5,
2429793,18879,2021,6074202000060223,310192142,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,189.17,0.0,189.17,FATURA,BAIXA TENSÃO,6074202100029891,110212,2021,01,5,
2429793,18879,2021,6074202000060223,306523022,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,153.11,0.0,153.11,FATURA,BAIXA TENSÃO,6074202100029891,109979,2021,01,5,
2429793,18879,2021,6074202000060223,310612415,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,51.21,0.0,51.21,FATURA,BAIXA TENSÃO,6074202100029891,110198,2021,01,5,
2429793,18879,2021,6074202000060223,310601861,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,89.33,0.0,89.33,FATURA,BAIXA TENSÃO,6074202100029891,110206,2021,01,5,
2429793,18879,2021,6074202000060223,308149713,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,149.65,0.0,149.65,FATURA,BAIXA TENSÃO,6074202100029891,109864,2021,01,5,
2429793,18879,2021,6074202000060223,305712000,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,371.54,0.0,371.54,FATURA,BAIXA TENSÃO,6074202100029891,110372,2021,01,5,
2429793,18879,2021,6074202000060223,306523022,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,153.11,0.0,153.11,FATURA,BAIXA TENSÃO,6074202100029891,109979,2021,01,5,
2429793,18879,2021,6074202000060223,310612415,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,51.21,0.0,51.21,FATURA,BAIXA TENSÃO,6074202100029891,110198,2021,01,5,
2429793,18879,2021,6074202000060223,310601861,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,89.33,0.0,89.33,FATURA,BAIXA TENSÃO,6074202100029891,110206,2021,01,5,
2429793,18879,2021,6074202000060223,305339966,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,293.16,0.0,293.16,FATURA,BAIXA TENSÃO,6074202100029891,110038,2021,01,5,
2429793,18879,2021,6074202000060223,302484440,34,10,13/05/2021 16:39:11,23/04/2021 00:00:00,19/05/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,53.94,0.0,53.94,FATURA,BAIXA TENSÃO,6074202100023052,95796,2021,01,5,
2429793,18879,2021,6074202000060223,308994711,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,195.43,0.0,195.43,FATURA,BAIXA TENSÃO,6074202100029891,109921,2021,01,5,
2429793,18879,2021,6074202000060223,305339966,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,293.16,0.0,293.16,FATURA,BAIXA TENSÃO,6074202100029891,110038,2021,01,5,
2429793,18879,2021,6074202000060223,308994711,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,195.43,0.0,195.43,FATURA,BAIXA TENSÃO,6074202100029891,109921,2021,01,5,
2429793,18879,2021,6074202000060223,306552344,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,145.49,0.0,145.49,FATURA,BAIXA TENSÃO,6074202100029891,109871,2021,01,5,
2429793,18879,2021,6074202000060223,310603593,34,10,12/05/2021 09:29:46,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,203.05,0.0,203.05,FATURA,BAIXA TENSÃO,6074202100029891,110188,2021,01,5,
2429793,18879,2021,6074202000060223,310607925,34,10,28/05/2021 11:42:37,24/05/2021 00:00:00,07/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,51.21,0.0,51.21,FATURA,BAIXA TENSÃO,6074202100029891,109736,2021,01,5,
2429793,18879,2021,6074202000060223,317461846,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,179.55,0.0,179.55,FATURA,BAIXA TENSÃO,6074202100035018,124017,2021,01,5,
2429793,18879,2021,6074202000060223,315858242,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,203.47,0.0,203.47,FATURA,BAIXA TENSÃO,6074202100035018,124039,2021,01,5,
2429793,18879,2021,6074202000060223,311084618,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,23/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,178.66,0.0,178.66,FATURA,BAIXA TENSÃO,6074202100035018,122385,2021,01,5,
2429793,18879,2021,6074202000060223,313510084,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,15/07/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,227.64,0.0,227.64,FATURA,BAIXA TENSÃO,6074202100039358,140171,2021,01,5,
2429793,18879,2021,6074202000060223,317461846,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,179.55,0.0,179.55,FATURA,BAIXA TENSÃO,6074202100035018,124017,2021,01,5,
2429793,18879,2021,6074202000060223,313895791,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,428.49,0.0,428.49,FATURA,BAIXA TENSÃO,6074202100035018,124053,2021,01,5,
2429793,18879,2021,6074202000060223,311088912,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,16/07/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,320.6,0.0,320.6,FATURA,BAIXA TENSÃO,6074202100038912,140908,2021,01,5,
2429793,18879,2021,6074202000060223,313895791,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,428.49,0.0,428.49,FATURA,BAIXA TENSÃO,6074202100035018,124053,2021,01,5,
2429793,18879,2021,6074202000060223,316292465,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,23/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,199.76,0.0,199.76,FATURA,BAIXA TENSÃO,6074202100035018,122401,2021,01,5,
2429793,18879,2021,6074202000060223,311497833,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,23/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,263.24,0.0,263.24,FATURA,BAIXA TENSÃO,6074202100035018,122186,2021,01,5,
2429793,18879,2021,6074202000060223,311497833,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,23/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,263.24,0.0,263.24,FATURA,BAIXA TENSÃO,6074202100035018,122186,2021,01,5,
2429793,18879,2021,6074202000060223,314652820,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,23/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,84.36,0.0,84.36,FATURA,BAIXA TENSÃO,6074202100035018,122409,2021,01,5,
2429793,18879,2021,6074202000060223,315486510,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,223.11,0.0,223.11,FATURA,BAIXA TENSÃO,6074202100035018,124079,2021,01,5,
2429793,18879,2021,6074202000060223,312295115,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,341.48,0.0,341.48,FATURA,BAIXA TENSÃO,6074202100035018,124044,2021,01,5,
2429793,18879,2021,6074202000060223,317465501,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,23/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,399.07,0.0,399.07,FATURA,BAIXA TENSÃO,6074202100035018,122449,2021,01,5,
2429793,18879,2021,6074202000060223,314692768,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,230.44,0.0,230.44,FATURA,BAIXA TENSÃO,6074202100035018,124097,2021,01,5,
2429793,18879,2021,6074202000060223,317465501,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,23/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,399.07,0.0,399.07,FATURA,BAIXA TENSÃO,6074202100035018,122449,2021,01,5,
2429793,18879,2021,6074202000060223,315486510,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,223.11,0.0,223.11,FATURA,BAIXA TENSÃO,6074202100035018,124079,2021,01,5,
2429793,18879,2021,6074202000060223,315486510,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,223.11,0.0,223.11,FATURA,BAIXA TENSÃO,6074202100035018,124079,2021,01,5,
2429793,18879,2021,6074202000060223,312295115,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,341.48,0.0,341.48,FATURA,BAIXA TENSÃO,6074202100035018,124044,2021,01,5,
2429793,18879,2021,6074202000060223,312295115,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,341.48,0.0,341.48,FATURA,BAIXA TENSÃO,6074202100035018,124044,2021,01,5,
2429793,18879,2021,6074202000060223,315486510,34,10,03/06/2021 09:57:27,23/06/2021 00:00:00,25/06/2021 00:00:00,61695227000517,ELETROPAULO ELET.DE SAO PAULO S/A,223.11,0.0,223.11,FATURA,BAIXA TENSÃO,6074202100035018,124079,2021,01,5,
