codFonteRecurso,txtDescricaoFonteRecurso,anoExercicio,modifiedMode,usuarioOperacao
02.1.706.1728,PMSP-SMADS/FMAS-ABADS-Associação Bras. de Assist. e Desenv. Social,2025,5,
02.1.706.1729,PMSP-SMADS/FMAS-AMA- Associação de Amigos do Autista,2025,5,
02.1.706.1730,PMSP-SMADS/FMAS-Associação Aliança de Misericórdia,2025,5,
02.1.706.1752, SUB- MP - Reforma Praça Rua Facheiro Preto,2025,5,
02.1.706.1773,PMSP-SME/Aquisição de Equip/Mobiliário p/ Unidades Educação Infantil,2025,5,
02.1.706.1777,PMSP-SMS/FMS/EP TRANSF. ESPECIAL-Deputado Federal Tiririca,2025,5,
02.1.706.1778,CER CARRÃO - CONVÊNIO 825056/2015,2025,5,
02.1.706.1779,CER PENHA - CONVÊNIO 825053/2015,2025,5,
02.1.706.1782,MSP-SUB-CT - EMENDA 2024.90320005,2025,5,
02.1.706.1783,PMSP-SUB-IQ - EMENDA 2024.90320005,2025,5,
02.1.706.1784,PMSP-SUB-IQ/Reforma Campo Futebol Cidade Lider,2025,5,
02.1.706.1785,PMSP-SUB-IQ/Reforma de Alambrado e Melhorias no Campo Morgante,2025,5,
02.1.706.1787,PMSP-SMT/Inspeção de Segurança Veicular - Material de consumo,2025,5,
02.1.706.1788,PMSP-SUB-IQ/Requalificação e melhorias Avenida Três e a Rua Aratu,2025,5,
02.1.706.1789,PMSP-SUB-MB Melhorias Associação Vila Prel,2025,5,
02.1.706.1790,PMSP-SUB-PJ/Playground/Brinquedão e ATI na Rua Estrela Dourada,2025,5,
02.1.706.1791,SUB-PJ: Pavimentação Asfáltica com Guia e Sarjetas na Rua Antônio Par,2025,5,
02.1.706.1792,SUB-PJ: Adequação do Espaço público - Rua Eduardo Coimbra,2025,5,
02.1.706.1795,PMSP-SUB-PE/REFORMA DO ESPAÇO PÚBLICO - ASSOCIAÇÃO ABC BOCA DO POVO,2025,5,
02.1.706.1834,PMSP-SMT/Inspeção de Segurança Veicular - Outros Serviços de Terceiros,2025,5,
02.1.706.1868,PMSP-SUB-PI/Revitalização de Área Pública-Praça Mycle AC Melo,2025,5,
02.1.706.1889,SMS/FMS/EP Especial 4265003 - custeio,2025,5,
02.1.706.1890,SMS/FMS/EP Especial 4265003 - investimento,2025,5,
02.1.706.1906,PMSP-SUB-IQ/Requalificação e Melhorias na Praça Nossa Senhora Divino P,2025,5,
02.1.706.1910,PMSP-SUB-VM/Revitalização e reforma para Pq Comunitário Vila Mariana,2025,5,
02.1.706.1919,PMSP-SUB-G/Revitalização área esportiva - vestiário - 22.867-2,2025,5,
02.1.706.1920,PMSP-SMS/FMS/Emenda Parlamentar/Rede Alyne,2025,5,
02.1.706.1923,PMSP-SUB-G/Implantação de Grama Sintética no Campo do Gaviões,2025,5,
02.1.706.1925,SUB-MB/Obras de melhorias no telhado da Associação Vila Prel,2025,5,
02.1.706.1926,PMSP-SUB-SÉ/Obras de melhorias na Arena Bela Vista,2025,5,
02.1.706.1933,23.048-0 - PMSP-SVMA/Transferências Especiais-E. Federal,2025,5,
02.1.706.1953,SVMA/Aquisição gerador energia Pavilhão Japonês - Pq Ibirapuera,2025,5,
02.1.706.1960,PMSP-SUB-IQ/Pavimentação Rua Sho Yoshioka,2025,5,
02.1.706.1962,PMSP-SUB-SÉ/Reforma da quadra Arena Bela Vista - 23.038-3,2025,5,
02.1.706.1966,PMSP-Transferências Especiais - E. Federal - 22.985-7,2025,5,
02.1.706.7997,Transferências Especiais da União,2025,5,
02.1.706.9001,Transferência Especial da União ,2025,5,
02.1.710.1814,PMSP-SMS/Emenda Parlamentar Estadual nº 2023.3550308.50003,2025,5,
02.1.714.0000,Código Genérico,2025,5,
02.1.714.1403,PMSP-SMDET/FUNTER-Qualificação Social e Profissional,2025,5,
02.1.715.1479,PMSP-SMC/Lei Paulo Gustavo Outras Audiovisual,2025,5,
02.1.716.1480,PMSP-SMC/Lei Paulo Gustavo Outras Linguagens,2025,5,
02.1.717.1420,SMT/compensação tarifária,2025,5,
02.1.719.1532,PMSP-SMC/MINC-PNAB-2023,2025,5,
02.1.721.9001,Sem detalhamento,2025,5,
02.1.749.1288,PMSP-SMC Lei 14017/2020 (Aldir Blanc),2025,5,
02.1.749.9999,Fontes Restos/Migração-Saldo 2022,2025,5,
02.2.550.0299,PMSP-SME-FNDE/SALÁRIO EDUCAÇÃO,2025,5,
02.2.552.0640,PMSP-SME/FNDE-PNAE,2025,5,
02.2.553.9001,Transferências de Recursos do FNDE Referentes ao (PNATE),2025,5,
02.2.569.0966,PMSP-SME/FNDE-PAC 2/PRO INFÂNCIA-CONSTRUÇÃO DE CRECHES,2025,5,
02.2.569.0978,PMSP-SME/FNDE-BRASIL CARINHOSO,2025,5,
02.2.569.0988,PMSP-SME/FNDE-Manutenção Ed. Infantil-Novas Turmas,2025,5,
02.2.569.1062,PMSP-SME/FNDE-manutenção Ed. Infantil-Novas Turmas,2025,5,
02.2.569.1094,PMSP-SME/FNDE-PROINFÂNCIA - PAR TC nº 201500554,2025,5,
02.2.569.1140,PMSP-SME/FNDE/MEC/PAR/PRÓ INFÂNCIA,2025,5,
02.2.569.1173,PMSP-SME/FNDE-PAR - C/C 187798,2025,5,
02.2.569.1174,PMSP-SME/FNDE-PAR,2025,5,
02.2.569.1175,PMSP-SME/FNDE-PAR,2025,5,
02.2.569.1176,PMSP-SME/FNDE-PAR,2025,5,
02.2.569.1177,PMSP-SME/FNDE-PAR - C/C 190187,2025,5,
02.2.569.1180,PMSP-SME/FNDE-PAR,2025,5,
02.2.569.1181,PMSP-SME/FNDE-PAR,2025,5,
02.2.569.1303,PMSP-SME/FNDE PAR-TC nº 201900065,2025,5,
02.2.569.1304,PMSP-SME/FNDE PAR-TC nº 201900068,2025,5,
02.2.569.1512,PMSP-SME/FNDE Programa Escola em Tempo Integral - ETI,2025,5,
02.2.600.0651,PMSP-SMS/FMS/FNS BLATB - PAB/PSF,2025,5,
02.2.600.0652,PMSP-SMS/FMS/FNS BLGES,2025,5,
02.2.600.0653,PMSP-SMS/FMS/FNS  BLMAC,2025,5,
02.2.600.0654,PMSP-SMS/FMS/FNS BLVGS-COVISA,2025,5,
02.2.600.1168,FMS CUSTEIO SUS,2025,5,
02.2.600.1738,PMSP-SMS/FMS-SP-EP - 21.741-7,2025,5,
02.2.600.1739,PMSP-SMS/FMS-SP-EP - 21.742-5,2025,5,
02.2.600.1740,PMSP-SMS/FMS-SP-EP - 21.743-3,2025,5,
02.2.600.1741,PMSP-SMS/FMS-SP-EP - 21.745-X,2025,5,
02.2.600.1742,PMSP-SMS/FMS-SP-EP - 21.749-2,2025,5,
02.2.600.1745,PMSP-SMS/FMS-SP-EP - 21.757-3,2025,5,
02.2.600.1746,PMSP-SMS/FMS-SP-EP - 21.764-6,2025,5,
02.2.600.1747,PMSP-SMS/FMS-SP-EP - 21.778-6,2025,5,
02.2.600.1748,PMSP-SMS/FMS-SP-EP - 21.779-4,2025,5,
02.2.600.1749,PMSP-SMS/FMS-SP-EP - 21.780-8,2025,5,
02.2.600.1750,PMSP-SMS/FMS-SP-EP - 21.781-6,2025,5,
02.2.600.1751,PMSP-SMS/FMS-SP-EP - 21.782-4,2025,5,
02.2.600.1768,PMSP/ FMS/SP - EP - 21.734-4,2025,5,
02.2.600.1769,PMSP/ FMS/SP - EP - 21.735-2,2025,5,
02.2.600.1770,PMSP/ FMS/SP - EP - 21.736-0,2025,5,
02.2.600.1771,PMSP/ FMS/SP - EP - 21.737-9,2025,5,
02.2.600.1772,PMSP/ FMS/SP - EP - 21.740-9,2025,5,
02.2.601.1185,FMS INVEST SUS,2025,5,
02.2.601.1732,PMSP/ FMS/SP-EP - 21.712-3,2025,5,
02.2.601.1733,PMSP/ FMS/SP-EP - 21.713-1,2025,5,
02.2.601.1734,PMSP/ FMS/SP-EP - 21.714-X,2025,5,
02.2.601.1735,PMSP/ FMS/SP-EP - 21.715-8,2025,5,
02.2.601.1736,PMSP-SMS/FMS-SP-EP - 21.716-6,2025,5,
02.2.601.1737,PMSP/ FMS/SP-EP - 21.717-4,2025,5,
02.2.601.1753,PMSP/ FMS/SP - EP - 21.718-2,2025,5,
02.2.601.1754,PMSP/ FMS/SP - EP - 21.719-0,2025,5,
02.2.601.1755,PMSP/ FMS/SP - EP - 21.720-4,2025,5,
02.2.601.1756,PMSP/ FMS/SP - EP - 21.721-2,2025,5,
02.2.601.1757,PMSP/FMS/SP - EP - 21.722,2025,5,
02.2.601.1758,PMSP/ FMS/SP - EP - 21.723-9,2025,5,
02.2.601.1759,PMSP/ FMS/SP - EP - 21.724-7,2025,5,
02.2.601.1760,PMSP/ FMS/SP - EP - 21.725-5,2025,5,
02.2.601.1761,PMSP/ FMS/SP - EP - 21.726-3,2025,5,
02.2.601.1762,PMSP/ FMS/SP - EP - 21.727-1,2025,5,
02.2.601.1763,PMSP/ FMS/SP - EP - 21.728-X,2025,5,
02.2.601.1764,PMSP/ FMS/SP - EP - 21.729-8,2025,5,
02.2.601.1765,PMSP/ FMS/SP - EP - 21.731-X,2025,5,
02.2.601.1766,PMSP/ FMS/SP - EP- 21.732-8,2025,5,
02.2.601.1767,PMSP/ FMS/SP - EP - 21.733-6,2025,5,
02.2.601.1776,PMSP-SMS/FMS-EMENDA PARLAMENTAR - 21.730-1,2025,5,
02.2.604.1168,FMS CUSTEIO SUS,2025,5,
02.2.605.1481,1481 - PMSP-SMS/FMS-Piso Nacional dos Profissionais de Enfermagem,2025,5,
02.2.631.0779,PMSP-SMS/CONVÊNIO 779947/2012-SICONV,2025,5,
02.2.631.0852,PMSP-SMS/FMS-FNS PA Munic Gloria R.S.Bonfim 131.37,2025,5,
02.2.631.0855,PMS-SMS/FMS-FNS AMA A Saboya/UPA Jabaq  131.40,2025,5,
02.2.631.0858,PMSP-SMS/FMS-FNS AMA Hosp C Limpo/UPA C.L 131.43,2025,5,
02.2.631.0859,PMSP-SMS/FMS-FNS AMA I Proença/UPA Moóca  - 131.44,2025,5,
02.2.631.0863,PMSP-SMS/FMS-FNS AMA Parelheiros  131.48,2025,5,
02.2.631.0864,PMSP-SMS/FMS-FNS AMA Capão Redondo 131.49,2025,5,
02.2.631.1778,CER CARRÃO - CONVÊNIO 825056/2015,2025,5,
02.2.631.1779,CER PENHA - CONVÊNIO 825053/2015,2025,5,
02.2.660.1079,PMSP-SMADS/SÃO PAULO-PETI,2025,5,
02.2.660.1080,PMSP-SMADS/BLOCO GESTÃO IGDBF - FNAS,2025,5,
02.2.660.1081,PMSP-SMADS/BLOCO GESTÃO IGDSUAS - FNAS,2025,5,
02.2.660.1083,PMSP-SMADS/BLOCO PSB - FNAS,2025,5,
02.2.660.1184,PMSP-SMADS/FMAS-MAC,2025,5,
02.2.660.1327,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 - FNAS,2025,5,
02.2.660.1380,PMSP-SMADS/PROGRAMA AUXILIO BRASIL/IGD-PAB-FNAS,2025,5,
02.2.660.1411,PMSP-SMADS/SÃO PAULO SIGTV-ESTR3 - FNAS,2025,5,
02.2.660.1423,20.515-X - PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.2.660.1424,20.548-6 - PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.2.660.1437,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.2.660.1438,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.2.660.1439,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.2.660.1440,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.2.660.1449,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.2.660.1450,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.2.660.1451,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 2022,2025,5,
02.2.660.1452,PMSP-SMADS/FMAS - CCA Jardim Dom José ,2025,5,
02.2.660.1472,PMSP-SMADS/PROCAD-SUAS,2025,5,
02.2.660.1487,PMSP-SMADS/FMAS – Emenda Parlamentar - 20.907-4,2025,5,
02.2.660.1500,PMSP-SMADS/FMAS-Emenda Parlamentar Individual - 20.872-8,2025,5,
02.2.660.1513,PMSP-SMADS/FMAS-SAO PAULO SIGTV-ESTR3 2022,2025,5,
02.2.660.1525,PMSP-SMADS/FMAS-SAO PAULO SIGTV - INVEST 2023 - 20.726-8,2025,5,
02.2.660.1528,PMSP-SMADS/FMAS-SAO PAULO SIGTV-INVEST 2023 - 20.725-X,2025,5,
02.2.660.1531,PMSP-SMADS/FMAS-SAO PAULO SIGTV-CUSTEIO-Rui Falcão 2024,2025,5,
02.2.660.1557,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO - Maria Rosas 2024,2025,5,
02.2.660.1558,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Davidi Soares 2024,2025,5,
02.2.660.1559,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Juliana Cardoso 2024,2025,5,
02.2.660.1560,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-David Soares 2024,2025,5,
02.2.660.1561,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Vincentinho 2024,2025,5,
02.2.660.1562,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Luiza Erundina 2024,2025,5,
02.2.660.1563,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Maria Rosas 2024,2025,5,
02.2.660.1564,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Adriana Ventura 2024,2025,5,
02.2.660.1565,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Tiririca 2024,2025,5,
02.2.660.1566,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Mara Gabrilli 2024,2025,5,
02.2.660.1567,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO- Baleia Rossi 2024,2025,5,
02.2.660.1568,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO-Rosangela Moro 2024,2025,5,
02.2.660.1595,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Juliana Cardosos 2024 - 21.353-5,2025,5,
02.2.660.1596,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Mara Gabrili 2024 - 21.354-3,2025,5,
02.2.660.1597,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Juliana Cardoso 2024 - 21.355-1,2025,5,
02.2.660.1598,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Juliana Cardoso 2024 - 21.356-X,2025,5,
02.2.660.1599,SAO PAULO SIGTV - CUSTEIO - Maria Rosas 2024 - 21.357-8,2025,5,
02.2.660.1600,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Kim Kataguire 2024 - 21.358-6,2025,5,
02.2.660.1601,SAO PAULO SIGTV - CUSTEIO - Maria Rosas 2024 - 21.359-4,2025,5,
02.2.660.1602,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Kim Kataguire 2024 - 21.360-8,2025,5,
02.2.660.1603,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Juliana Cardoso 2024 - 21.361-6,2025,5,
02.2.660.1604,PMSP-SMADS/ FMAS-SP SIGTV-CUSTEIO/Kim Kataguire 2024 - 21.362-4,2025,5,
02.2.660.1605,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Rui Falcão 2024 - 21.363-2,2025,5,
02.2.660.1606,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Kim Kataguire 2024 - 21.364-0,2025,5,
02.2.660.1607,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Adriana Ventura 2024 - 21.365-9,2025,5,
02.2.660.1608,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Kim Kataguire 2024 - 21.366-7,2025,5,
02.2.660.1609,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Juliana Cardoso 2024 - 21.367-5,2025,5,
02.2.660.1610,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Maria Rosas 2024 - 21.368-3,2025,5,
02.2.660.1611,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Baleia Rossi 2024 - 21.369-1,2025,5,
02.2.660.1612,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Tiririca 2024 - 21.370-5,2025,5,
02.2.660.1613,PMSP-SMADS/FMAS-SP SIGTV-CUSTEIO/Mara Gabrili 2024 - 21.371-3,2025,5,
02.2.660.1614,SAO PAULO SIGTV - CUSTEIO - Juliana Cardoso 2024 - 21.372-1,2025,5,
02.2.660.1622,PMSP-SMADS/FMAS-SP SIGTV-INVEST - Ricardo Sales 2024 - 21.385-3,2025,5,
02.2.660.1645,SAO PAULO SIGTV - CUSTEIO - Simone Marqueto 2024 - 21.391-8,2025,5,
02.2.660.1646,SAO PAULO SIGTV - CUSTEIO - Juliana Cardoso 2024 - 21.392-6,2025,5,
02.2.660.1647,SAO PAULO SIGTV - CUSTEIO - Luiza Erundina 2024 - 21.393-4,2025,5,
02.2.660.1648,SAO PAULO SIGTV - CUSTEIO - Paulo Alexandre Barbosa 2024 - 21.394-2,2025,5,
02.2.660.1675,TRANSFERÊNCIA SAO PAULO SIGTV - CUSTEIO - Simone Marquetto 2024,2025,5,
02.2.660.1676,TRANSFERÊNCIA SAO PAULO SIGTV - CUSTEIO - Paulo Teixeira 2024,2025,5,
02.2.660.1677,- PMSP-SMADS/FMAS-SP SIGTV - CUSTEIO - Juliana Cardoso 2024,2025,5,
02.2.660.1679,PMSP-SMADS/FMAS-SP SIGTV - CUSTEIO - Renata Abreu 2024,2025,5,
02.2.665.0082,PMSP - SAS - Auxílios Subvenções e Contribuições,2025,5,
02.2.665.0446,PMSP-SMADS/FMAS-CPBF,2025,5,
02.2.665.1076,PMSP-SMADS/SÃO PAULO ACESSUAS TRABALHO,2025,5,
02.2.665.1078,PMSP-SMADS/SÃO PAULO BPC ESCOLA,2025,5,
02.2.665.1122,PMSP-SMADS/CONVÊNIO SICONV nº 837428/2016,2025,5,
02.2.665.1145,PMSP-SMADS/CONVÊNIO SICONV 827876/2016,2025,5,
02.2.665.1166,PMSP-SMADS/FMAS-São Paulo Criança Feliz,2025,5,
02.2.665.1171,PMSP-SMADS/FMAS-PVAC,2025,5,
02.2.665.1199,PMSP-SMADS/SÃO PAULO/GTV BLMAC3,2025,5,
02.2.665.1381,PMSP-SMADS/SAO PAULO SIGTV - ESTR4 - FNAS,2025,5,
02.2.669.0289,PMSP-SAS/PROGRAMA FOME ZERO.,2025,5,
02.2.669.0463,PMSP-SMADS-FMAS,2025,5,
02.2.669.1122,PMSP-SMADS/CONVÊNIO SICONV nº 837428/2016,2025,5,
02.2.669.1275,PMSP-SMADS/FMAS/SAO PAULOCOVIDACO,2025,5,
02.2.669.1276,PMSP-SMADS/SAO PAULOCOVIDALI,2025,5,
02.2.669.1277,PMSP-SMADS/FMAS/SAO PAULOCOVIDEPI,2025,5,
02.2.669.1327,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 - FNAS,2025,5,
02.2.700.0000,Convênio Federal,2025,5,
02.2.700.0014,PMSP - QESE,2025,5,
02.2.700.0042,PMSP - SMMA / Sist. de Cont. e Licenc. Ambiental,2025,5,
02.2.700.0054,PMSP - Programa Casa Abrigo - CEM,2025,5,
02.2.700.0116,PMSP - FNDE - MEC,2025,5,
02.2.700.0382,PMSP-SGM/PROJETO URB-AL/CENTROS DE CIDADANIA DAS MULHERES.,2025,5,
02.2.700.0408,PMSP-SEHAB/EMENDA MANANCIAIS,2025,5,
02.2.700.0561,PMSP-SGM/Capacitação e Qualificação.,2025,5,
02.2.700.0590,PMSP-SEHAB/Lote B-Tiro ao Pombo-Rep.nº 0218609-59/07-Min.Cid.,2025,5,
02.2.700.0591,PMSP-SEHAB/Lote D-Jd. Nazareth- Rep. Nº 0218610-87/07-Min.Cid.,2025,5,
02.2.700.0592,PMSP-SEHAB/Lote C-Cidade Azul - Rep.nº 0218611-91/07-Min.Cid.,2025,5,
02.2.700.0593,"PMSP-SEHAB/Lote B-Jd. Irene, Rosas e Pq Fernanda-Rep.nº 0218612-04/07-",2025,5,
02.2.700.0594,PMSP-SEHAB/Lote A-Boa Esperança e Guarani-Rep.nº 0218613-18/07-Min.Cid,2025,5,
02.2.700.0595,"PMSP-SEHAB/Urb Integ Fav/Heliópolis-Glebas A,N e K-Rep.nº 0218844-05/0",2025,5,
02.2.700.0606,PMSP - SEHAB/FNHIS-JARDIM CELESTE-Rep. nº 0250.556-95/2008-Min.Cid.,2025,5,
02.2.700.0695,PMSP-SEHAB/Urbanização de Assentamentos Precários/TC nº 0302574-29/200,2025,5,
02.2.700.0747,"PMSP-SEHAB-Urbanização, Reg e Integ de Assentos Precários-PAC 2-TC0351",2025,5,
02.2.700.0769,PMSP-SEHAB-Urb. de Assentº Precários/Complexo Paraisópolis-2ª Fase PA,2025,5,
02.2.700.0770,PMSP-SEHAB-Urb. de Assentº Precários/Jardim São Francisco-2ª Fase PAC,2025,5,
02.2.700.0791,PMSP-SIURB/Controle de Cheias Bacia do Aricanduva,2025,5,
02.2.700.0792,PMSP-SIURB/Controle de Cheias Bacia dos Pinheiros Córrego Zavuvus,2025,5,
02.2.700.0810,PMSP-SIURB/ Programa de Redução de Alagamentos,2025,5,
02.2.700.0812,PMSP-SIURB/Canalização do Córrego Tremembé,2025,5,
02.2.700.0813,PMSP-SIURB/Canalização do Córrego Ipiranga,2025,5,
02.2.700.0815,PMSP-SIURB/Canalização do Córrego Paciência,2025,5,
02.2.700.0879,PMSP-SMC/Convênio SICONV nº 789167/2013,2025,5,
02.2.700.0881,PMSP-SIURB/ CORREDOR LESTE ITAQUERA TRECHO 2,2025,5,
02.2.700.0885,PMSP-SIURB/ CORREDOR LESTE ITAQUERA TRECHO 1,2025,5,
02.2.700.0887,PMSP-SIURB/ CORREDOR ARICANDUVA,2025,5,
02.2.700.0893,PMSP-SIURB/ EXEC. TERMINAL ITAQUERA,2025,5,
02.2.700.0896,PMSP-SMSU/Convênio SICONV nº 798530/2013,2025,5,
02.2.700.1007,PMSP-SEME/Convênio SICONV nº 807040/2014-Reforma do Mini Balneário Pri,2025,5,
02.2.700.1018,PMSP-SEME/Convênio SICONV nº 805130/2014-Reforma e Adaptações no CDC B,2025,5,
02.2.700.1098,PMSP-SMDHC-CONVÊNIO SICONV Nº 827292/2016,2025,5,
02.2.700.1102,PMSP-SMPM/Convênio SICONV nº 813100/2014,2025,5,
02.2.700.1131,PMSP-SEME/Convênio SICONV nº 821755/2015,2025,5,
02.2.700.1135,PMSP-SMC/Convênio SICONV nº 840781/2016,2025,5,
02.2.700.1136,PMSP-SMC/Convênio SICONV nº 841399/2016,2025,5,
02.2.700.1143,PMSP-SEME/Convênio SICONV nº 824240/2015,2025,5,
02.2.700.1144,PMSP-SEME/Convênio SICONV nº 023672/2015,2025,5,
02.2.700.1147,PMSP-SMDHC/CONVÊNIO SICONV nº 835820/2016,2025,5,
02.2.700.1165,PMSP-SMC/Patrocínio ao Teatro João Caetano,2025,5,
02.2.700.1172,PMSP-SEME/Convênio SICONV nº 818348/2015-Implantação e Modernização pa,2025,5,
02.2.700.1191,PMSP-SEME/CONVÊNIO SICONV nº 838163/2016,2025,5,
02.2.700.1192,PMSP-SEME/CONVÊNIO SICONV nº 831746/2016,2025,5,
02.2.700.1198,PMSP-SEME/Convênio SICONV nº 831748/2016,2025,5,
02.2.700.1221,PMSP-SEHAB/Convênio SICONV Nº 844734/2017,2025,5,
02.2.700.1227,PMSP-SEME/CONVÊNIO SICONV nº 843700/2017,2025,5,
02.2.700.1233,PMSP-SEHAB/PMCMV-ACADEMIA,2025,5,
02.2.700.1237,PMSP-SEHAB/PMCMV-Residencial Botucatu,2025,5,
02.2.700.1248,PMSP-SEHAB/PMCMV-OSÓRIO C,2025,5,
02.2.700.1249,PMSP-SMDET/CONVÊNIO SICONV Nº 853141/2017,2025,5,
02.2.700.1254,PMSP-SEHAB/PMCMV/FAR- OSÓRIO D,2025,5,
02.2.700.1257,PMSP-SEHAB/PMCMV-São Carlos A e B,2025,5,
02.2.700.1266,PMSP-SEHAB/PMCMV- CAMPO DAS PITANGUEIRAS,2025,5,
02.2.700.1271,PMSP-SMSUB/CONVÊNIO SICONV nº 869915/2018,2025,5,
02.2.700.1273,PMSP-SMSUB/CONVÊNIO SICONV nº 869190/2018,2025,5,
02.2.700.1285,PMSP-SEHAB/PMCMV-ANCHIETA A e B,2025,5,
02.2.700.1309,PMSP-SMPR/Convênio SICONV nº 844735/2017,2025,5,
02.2.700.1319,PMSP-SEHAB/Projeto PTS Manuel Bueno I e II,2025,5,
02.2.700.1322,PMSP-SEHAB/Obras de Contenção de Encostas - Vila Nova Galvão,2025,5,
02.2.700.1323,PMSP-PGM/Convênio SICONV nº 904426/2020,2025,5,
02.2.700.1324,PMSP-SIURB/CONVÊNIO SICONV Nº  881763/2018,2025,5,
02.2.700.1338,PMSP-SEHAB/PMCMV- Osório B,2025,5,
02.2.700.1345,PMSP-SEME/CONVÊNIO SICONV Nº 878587/2018,2025,5,
02.2.700.1351,PMSP-SEME/CONVÊNIO SICONV Nº nº 914142/2021,2025,5,
02.2.700.1352,PMSP-SEME/CONVÊNIO SICONV Nº nº 915504/2021,2025,5,
02.2.700.1354,PMSP-SEME/COTP - EQUIPE DE GINÁSTICA OLÍMPICA,2025,5,
02.2.700.1367,PMSP-SEME/CONVÊNIO SICONV Nº 917642/2021,2025,5,
02.2.700.1410,PMSP-SEHAB/PMCMV- Osório A,2025,5,
02.2.700.1446,PMSP-SEHAB/PMCMV-Augusto Amaral,2025,5,
02.2.700.1579,PMSP-SEME/Convênio SEME x União/Construção do Espaço Esportivo Comunit,2025,5,
02.2.700.8007,Convênio FUNDATEC X União,2025,5,
02.2.700.8017,Termo de Compromisso SP Turismo x União (PAC),2025,5,
02.2.704.9001,Transferências da União Referentes a Compensações Financeiras pela Exp,2025,5,
02.2.706.1168,FMS CUSTEIO SUS,2025,5,
02.2.706.1185,FMS INVEST SUS,2025,5,
02.2.706.1326,PMSP-SMSU - Ação OEC2,2025,5,
02.2.706.1362,PMSP-SMSUB/Implantação de grama sintética - Parque Sete Campos - SUB-A,2025,5,
02.2.706.1382,PMSP- SEME/Emenda Parlamentar 25200003 - CDC Jardim Planalto,2025,5,
02.2.706.1384,PMSP-SEME/CONVÊNIO SICONV 840338/2016,2025,5,
02.2.706.1389,PMSP- SEME/CDC Parque Fongaro,2025,5,
02.2.706.1391,PMSP- SEME/CDC Parque Fernanda,2025,5,
02.2.706.1392,PMSP- SEME/CDC Pequeninos do Jóquei,2025,5,
02.2.706.1399,PMSP- SEME/Programas Continuados na Secretaria,2025,5,
02.2.706.1400,PMSP-SEME/Emenda Parlamentar 252000006-2021-CDC Antonio Evaristo da Co,2025,5,
02.2.706.1406,PMSP- SEME/CDC Areião de Vila Císper,2025,5,
02.2.706.1407,PMSP- SEME/CDC Jardim Maria Estela,2025,5,
02.2.706.1412,PMSP-SEME/CDC Savimar (Vila Mara),2025,5,
02.2.706.1417,PMSP- SEME/CDC Areião de Vila Carmosina,2025,5,
02.2.706.1418,PMSP- SEME/CDC Jardim Mangalot,2025,5,
02.2.706.1419,PMSP- SEME/CDC Alvorada,2025,5,
02.2.706.1435,PMSP-SMSUB/Revitalização e Instalação de Playground-Rua Saguaritá com ,2025,5,
02.2.706.1436,PMSP-SMSUB/Pavimentação e Drenagem-Travessa Betel Angel,2025,5,
02.2.706.1442,PMSP-SMSUB/Reforma na Praça João Pais Malio,2025,5,
