ano,numCpfCnpj,txtRazaoSocial,qtd_empenhos,valTotalEmpenhado,valEmpenhadoLiquido,valLiquidado,valPagoExercicio
2025,55757193000111,CONSORCIO RENOVA SAUDE,4,42368929.37,39891621.13,33266778.87,33266778.87
2025,55534636000105,CONSORCIO CDGPROGREDIOR SMS,5,36598706.39,35783683.14,19050254.5,19050254.5
2025,55483217000191,CONSORCIO HOSPITAL TATUAPE,4,34464059.9,33852925.41,21449768.08,21449768.08
2025,55272706000102,CONSORCIO PRO SAUDE SAO PAULO  CAMPO LIMPO,3,22990273.04,22444385.51,7645689.85,7645689.85
2025,67192609000180,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,41,32387670.09,22409655.53,7983850.15,7633424.94
2025,03430585000178,ENDEAL ENGENHARIA E CONSTRUCOES LTDA,3,20699782.76,19783026.96,4769507.47,4769507.47
2025,03643992000163,BB ENGENHARIA E CONSTRUCOES S A,31,20946941.83,19554054.54,5784795.1,5784795.1
2025,66748955000130,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,27,17231965.54,15854215.2,8576120.77,8576120.77
2025,53619416000159,CONSORCIO LEMAM  CONSITEC  JLA,4,16786106.76,14679249.25,200000.0,200000.0
2025,56838949000110,CONSTRUTORA PROGREDIOR LTDA,39,22380988.33,13256178.76,13256178.76,13256178.76
2025,33113646000134,HABITA LOTE 12 SA,4,13636980.81,13129137.71,7803713.16,7803713.16
2025,05577367000196,CODIGO ENGENHARIA E CONSTRUCOES LTDA,25,14182026.67,13119511.65,3733661.04,3733661.04
2025,53780577000120,CONSORCIO MAIS SAUDE,5,13543459.08,11947712.6,3014462.95,3014462.95
2025,02243019000194,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,26,11000209.04,10705246.33,4385113.54,4385113.54
2025,07534937000196,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,10,10357388.72,9983506.43,3523082.73,3523082.73
2025,33598776000104,TEENIMOBILIARIO SA,3,8620185.76,8597737.95,1011906.59,1011906.59
2025,49723802000119,SCOPUS CONSTRUTORA & INCORPORADORA LTDA,9,7983394.89,7982722.94,1574990.22,1574990.22
2025,46372115000108,CONSORCIO BLK  PROGREDIOR  ALFREDO AVILA,2,7543962.76,7505515.64,6174248.51,6174248.51
2025,15009784000196,FP PROJETOS EMPREENDIMENTOS LTDA,8,8558066.1,7237582.05,1420000.0,1420000.0
2025,44721630000120,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,10,8651363.77,6713916.12,2815598.39,2815598.39
2025,15108349000119,RODOSERV ENGENHARIA LTDA,4,7777831.73,6690684.62,906420.09,906420.09
2025,62533278000181,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,10,12539383.47,5960647.89,1312337.94,1312337.94
2025,12420273000174,R J C SINALIZACAO URBANA LTDA,5,6126778.27,5726197.76,2754530.13,2754530.13
2025,32994332000125,SP9 INCORPORACAO E CONSTRUCAO  SPE SA,3,5695678.88,5680831.39,693693.54,693693.54
2025,51803790000184,CONSORCIO UG,5,5213525.7,5213405.08,3412107.57,3412107.57
2025,32402456000174,FRIG ENGENHARIA LTDA,3,5199539.74,5199206.75,550000.0,550000.0
2025,01376473000150,HERSA ENGENHARIA E SERVICOS LTDA,4,4686367.41,4685760.13,100000.0,100000.0
2025,51804427000183,CONSORCIO SAUDE - PMSP,4,4402545.91,4402464.6,500000.0,500000.0
2025,08068681000131,ECO PRIME ENGENHARIA LTDA,2,4625694.33,4324427.62,948394.91,948394.91
2025,36157982000177,REP ENGENHARIA E SERVICOS LTDA,3,4300452.48,4300199.34,320000.0,320000.0
2025,02811333000126,EEC ENGENHARIA E CONSTRUCOES LTDA,3,4276249.82,4276206.04,247109.15,247109.15
2025,01294872000172,PILAO ENGENHARIA E CONSTRUCOES LTDA,7,6526603.51,4048433.01,1074661.38,1074661.38
2025,02120261000170,SHOP SIGNS OBRAS E SERVICOS LTDA,3,5824146.83,3857366.49,523513.76,100000.0
2025,33534793000188,EMPREITEC CONSTRUCOES ELETRICAS LTDA,3,3778666.67,3778611.13,1925835.99,1925835.99
2025,30037029000109,APENG SERVICOS E CONSTRUCOES LTDA,3,4210000.0,3709979.96,858013.18,858013.18
2025,06273115000136,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,12,3730976.58,3702224.54,3299685.26,3299685.26
2025,03101876000112,DB CONSTRUCOES LTDA,4,3568350.19,3568334.78,1181489.98,1181489.98
2025,58563919000173,CONSORCIO M9 ENGENHARIA,3,3509564.82,3509559.6,519774.9,519774.9
2025,07461206000168,TERRA NOVA ENGENHARIA E CONSTRUCOES LTDA,4,3374062.8,3373680.4,450000.0,450000.0
2025,00688529000140,JB CONSTRUCOES E EMPREENDIMENTOS LTDA,2,3343411.66,3343078.3,649336.67,649336.67
2025,51182145000191,CONSTRUTORA SANDIN LTDA,5,3314367.21,3151812.35,2418449.02,2418449.02
2025,05633207000117,SPALLA ENGENHARIA LTDA,5,3078063.61,3077755.03,1040000.0,1040000.0
2025,04860624000130,VPP CONSTRUTORA LTDA,4,3008584.27,3008584.27,2973993.61,2973993.61
2025,34730331000107,DPT ENGENHARIA E ARQUITETURA LTDA,4,2930646.1,2930474.02,400000.0,400000.0
2025,47061699000163,JNB CONSTRUCOES E SERVICOS LTDA,2,2881119.83,2880945.35,436332.2,436332.2
2025,04373329000159,VILLANOVA ENGENHARIA E DESENVOLVIMENTO AMBIENTAL LTDA,5,3088673.77,2621366.29,1492120.95,1492120.95
2025,04206255000166,CONSTRUISO ENGENHARIA E EMPREENDIMENTOS LTDA,3,2359010.81,2358988.08,413855.96,100000.0
2025,55996615000101,CLD CONSTRUTORA LACOS DETETORES E ELETRONICA LTDA,2,2325002.5,2324935.86,79999.97,79999.97
2025,43898972000158,CONSTRUTORA ROY LTDA,5,2202027.33,2172214.54,658342.38,658342.38
2025,11823795000154,RAMON AGUILERA PARTICIPACOES E EMPREENDIMENTOS LTDA,2,3439510.06,2105052.1,99286.04,99286.04
2025,06297348000179,DEKTON ENGENHARIA E CONSTRUCAO LTDA,4,2028504.68,2028468.93,320000.0,320000.0
2025,33298127000198,UNO HABITACAO SA,3,2825804.3,1986560.44,1338442.57,1338442.57
2025,51773856000130,CONSORCIO HR,5,3317654.76,1817555.59,200000.0,200000.0
2025,24262722000182,H2OBRAS CONSTRUCOES LTDA,5,2959915.69,1787664.83,555997.53,555997.53
2025,57646374000104,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,14,2206163.3,1592419.13,1081976.22,1081976.22
2025,00346953000106,2N ENGENHARIA LTDA,2,1328054.84,1301246.98,1301246.98,1301246.98
2025,44671192000133,G2M GESTAO E EMPREENDIMENTOS LTDA,2,1191046.7,1177622.87,0.0,0.0
2025,50851721000183,CONSORCIO MBM,2,1163243.66,1163243.66,1163243.66,1163243.66
2025,56130983000135,CONSORCIO SAO PAULO SAUDE,1,200000.0,200000.0,200000.0,200000.0
2025,08509235000115,CSC ENGENHARIA LTDA,3,511587.27,199932.18,48176.33,48176.33
2025,04002395000112,LEMAM CONSTRUCOES E COMERCIO SA,3,60930.86,52784.59,0.0,0.0
2025,64142670000125,CONSORCIO SAUDE,1,50000.0,0.0,0.0,0.0
2025,64123154000153,CONSORCIO MF  MUDE,1,50000.0,0.0,0.0,0.0
2025,05625875000100,CAMILA CONSTRUTORA LTDA,1,24875.0,0.0,0.0,0.0
2025,44209567000148,CEDRO CONSTRUTORA E INCORPORADORA LTDA,1,24875.0,0.0,0.0,0.0
2025,45024149000149,CASA DOS PROJETOS RIBEIRAO PRETO LTDA,1,250.0,0.0,0.0,0.0
2026,55757193000111,CONSORCIO RENOVA SAUDE,2,11360990.0,11360990.0,11360990.0,10846071.92
2026,63457348000122,CONSORCIO MEDINFRA,2,10172035.96,10172035.96,3390145.89,3390145.89
2026,51773856000130,CONSORCIO HR,4,7168346.53,7168346.53,0.0,0.0
2026,44721630000120,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,5,4824992.18,4824992.18,501317.25,501317.25
2026,06297348000179,DEKTON ENGENHARIA E CONSTRUCAO LTDA,4,4132399.22,4132399.22,0.0,0.0
2026,51803790000184,CONSORCIO UG,4,3891533.85,3891533.85,0.0,0.0
2026,36157982000177,REP ENGENHARIA E SERVICOS LTDA,4,3113599.05,3113599.05,0.0,0.0
2026,51182145000191,CONSTRUTORA SANDIN LTDA,2,2869813.76,2869813.76,0.0,0.0
2026,03101876000112,DB CONSTRUCOES LTDA,1,2487587.67,2487587.67,0.0,0.0
2026,04206255000166,CONSTRUISO ENGENHARIA E EMPREENDIMENTOS LTDA,1,2265104.42,2265104.42,0.0,0.0
2026,03643992000163,BB ENGENHARIA E CONSTRUCOES S A,5,2025651.85,2025651.85,1490944.34,806899.16
2026,01294872000172,PILAO ENGENHARIA E CONSTRUCOES LTDA,2,2000000.0,2000000.0,0.0,0.0
2026,00688529000140,JB CONSTRUCOES E EMPREENDIMENTOS LTDA,2,1991176.24,1991176.24,0.0,0.0
2026,24262722000182,H2OBRAS CONSTRUCOES LTDA,2,1991023.9,1991023.9,0.0,0.0
2026,67192609000180,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,5,1853256.0,1853179.93,1336042.78,927581.71
2026,15009784000196,FP PROJETOS EMPREENDIMENTOS LTDA,6,2278903.24,1778903.24,0.0,0.0
2026,30037029000109,APENG SERVICOS E CONSTRUCOES LTDA,1,1600000.0,1600000.0,1494084.32,861797.97
2026,05577367000196,CODIGO ENGENHARIA E CONSTRUCOES LTDA,4,1518183.34,1518183.34,0.0,0.0
2026,02120261000170,SHOP SIGNS OBRAS E SERVICOS LTDA,1,1500000.0,1500000.0,533470.04,533470.04
2026,49723802000119,SCOPUS CONSTRUTORA & INCORPORADORA LTDA,4,1449840.15,1449840.15,390183.44,390183.44
2026,06273115000136,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,3,1377387.27,1330434.27,319623.53,319623.53
2026,58563919000173,CONSORCIO M9 ENGENHARIA,1,1300000.0,1300000.0,0.0,0.0
2026,04002395000112,LEMAM CONSTRUCOES E COMERCIO SA,2,1250316.23,1250316.23,346580.45,346580.45
2026,07534937000196,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,11,1246245.91,1223027.87,1219961.82,1219961.82
2026,33298127000198,UNO HABITACAO SA,1,1100000.0,1100000.0,1057248.03,1057248.03
2026,33534793000188,EMPREITEC CONSTRUCOES ELETRICAS LTDA,2,1062716.2,1062716.2,0.0,0.0
2026,04860624000130,VPP CONSTRUTORA LTDA,3,1010383.41,1010383.41,0.0,0.0
2026,07461206000168,TERRA NOVA ENGENHARIA E CONSTRUCOES LTDA,2,1000000.0,1000000.0,0.0,0.0
2026,53780577000120,CONSORCIO MAIS SAUDE,2,1000000.0,1000000.0,0.0,0.0
2026,53619416000159,CONSORCIO LEMAM  CONSITEC  JLA,2,1000000.0,1000000.0,0.0,0.0
2026,01376473000150,HERSA ENGENHARIA E SERVICOS LTDA,2,1000000.0,1000000.0,0.0,0.0
2026,51804427000183,CONSORCIO SAUDE - PMSP,2,1000000.0,1000000.0,0.0,0.0
2026,15108349000119,RODOSERV ENGENHARIA LTDA,4,978289.71,978289.71,0.0,0.0
2026,62533278000181,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,3,815028.66,815028.66,814863.16,458198.34
2026,50851721000183,CONSORCIO MBM,2,640032.0,640032.0,526842.63,526842.63
2026,56838949000110,CONSTRUTORA PROGREDIOR LTDA,4,611911.3,601128.46,601080.85,601080.85
2026,09445502000109,SOLUCOES SERVICOS TERCEIRIZADOS LTDA,1,600000.0,600000.0,600000.0,600000.0
2026,21941290000148,TOWER ENGENHARIA E CONSTRUCAO LTDA,1,600000.0,600000.0,599461.63,599461.63
2026,12420273000174,R J C SINALIZACAO URBANA LTDA,2,477374.14,477374.14,0.0,0.0
2026,66748955000130,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,1,399390.28,399390.28,399390.21,399390.21
2026,47061699000163,JNB CONSTRUCOES E SERVICOS LTDA,1,300000.0,300000.0,0.0,0.0
2026,08068681000131,ECO PRIME ENGENHARIA LTDA,1,300000.0,300000.0,0.0,0.0
2026,57646374000104,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,1,200000.0,200000.0,0.0,0.0
2026,38218230000102,JM ENGENHARIA DIAGNOSTICA LTDA,1,46953.0,46953.0,14085.9,14085.9
